,id,age,highest_education,profession,avg(GROSPAYX),hispanic,weekly_hours_worked,in_college,is_married,schoolmeals_purchases,self_employed,sex,supp_security,reason_unemployment,main_profession,numweeks_schoolmeals,id_2,psu,psu_popsize,net_income,FWAGEXM,alcbev,bakery,beef,cereal,child_age,housing_type,census_division,eggs,fam_size,food_away,food_home,total_food,fresh_fruit,fresh_veg,value_foodstamps,number_foodstamps,non_alc_grocery,milk,number_earners,non_alc_bevs,oils,othdairy,othmeat,members_under18,members_over64,pet_food,pork,procfruit,proc_veg,spouse_race,foodstamp_or_not,seafood,smoking,lives_in_MSA,state,sweets,vehicle,miscellaneous,poultry,total_food_percent
4116,376905,79,High school graduate,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,376905,Rest of America,"125,000 - 330,000",16008.0,0.0,0.0,0.0,0.0,0.0,0,Mobile home or trailer with NO permanent room added,Mountain,0.0,1,0.0,13.235,13.235,0.285,0.0,,,45.0,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,Arizona,0.0,1.0,12.95,0.0,0.04299225387306347
4118,376912,39,Master’s or greater,Paid employee of a PRIVATE company,13237.0,No,45.0,Not at all,Married,,No,Male,,,105.0,,376912,"Seattle-Tacoma-Bellevue, WA",1.20-4 mil,323511.4,323230.8,59.71013000000001,27.553055,9.995,11.45,2,"House, apartment, flat",Pacific,2.9073,5,97.83986999999999,356.19,454.02987,12.707185,1.779995,,,180.0,28.086834999999997,2,51.433845,0.0,16.61,10.74,3,0,0.0,0.0,12.99,0.0,1.0,No,0.0,0.0,Yes,,6.84,3.0,152.446785,10.65,0.07297904568432519
4119,376915,40,Associate’s degree in college,A State government employee,3500.0,No,40.0,Not at all,Married,,No,Female,,,102.0,,376915,Rest of America,1.20-4 mil,65015.0,65000.0,0.0,11.97,8.66,7.29,0,"House, apartment, flat",Mountain,5.985,1,10.965,77.96,88.925,7.61,1.105,,,15.0,5.715,1,14.505,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10.43,,No,0.0,0.0,Yes,Nevada,0.0,1.0,4.69,0.0,0.07112358686456971
4120,376919,48,Bachelor’s degree,Paid employee of a PRIVATE company,2885.0,No,55.0,Not at all,Married,,Yes,Male,,,101.0,,376919,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,154005.0,150000.0,0.0,8.73,10.725,0.0,7,"House, apartment, flat",Middle Atlantic,0.0,3,88.975,66.785,155.76,4.91,13.32,,,180.0,0.0,1,0.0,0.0,5.635,2.495,0,0,0.0,3.585,0.995,0.0,4.0,No,0.0,0.0,Yes,New York,7.975,,8.415,0.0,0.052592578163046654
4121,376920,55,Bachelor’s degree,A State government employee,1950.0,Yes,38.0,Not at all,Married,,No,Female,,,103.0,,376920,Rest of America,"125,000 - 330,000",85938.2,46000.0,0.0,23.1744,15.46,7.115,7,"House, apartment, flat",West South Central,0.69,3,169.97529,129.289705,299.264995,15.371675,8.65964,,,40.0,1.36,2,1.99,0.0,6.18,1.99,0,0,0.0,0.0,0.0,6.27,1.0,No,0.0,0.0,Yes,Texas,8.68399,3.0,32.345,0.0,0.18108105289615095
4122,376923,47,Some college but no degree,Paid employee of a PRIVATE company,1000.0,No,80.0,Not at all,Never married,,Yes,Female,,,110.0,,376923,"Chicago-Naperville-Elgin, IL-INWI",4 mil+,45000.0,40000.0,0.0,12.115,6.025,0.0,0,"House, apartment, flat",East North Central,0.0,1,0.0,80.15,80.15,14.26,9.07,,,110.0,0.0,1,12.485,1.66,1.77,0.0,0,0,0.0,0.0,3.025,0.0,,No,0.0,0.0,Yes,Illinois,0.0,1.0,15.455,4.285,0.09261777777777778
4123,376925,57,Grade 8 or lower,Paid employee of a PRIVATE company,540.0,Yes,37.5,,Widowed,,No,Female,,,110.0,,376925,"San Diego-Carlsbad, CA",1.20-4 mil,55000.0,27000.0,0.0,1.99,13.025,6.475,7,"House, apartment, flat",Pacific,1.445,3,11.5,121.54,133.04,0.0,15.175,,,100.0,5.985,2,5.405,2.99,2.495,0.0,0,0,0.0,22.56,1.3344049999999998,1.160595,,No,6.855,0.0,Yes,California,0.0,1.0,30.15,4.495,0.12578327272727272
4124,376929,60,Master’s or greater,A State government employee,6200.0,No,60.0,Not at all,Widowed,,No,Female,,,102.0,,376929,Rest of America,"< 125,000",83329.8,80000.0,73.315,13.244720000000001,6.126115,7.61998,7,"House, apartment, flat",,0.0,2,189.06049,87.859985,276.920475,6.1977150000000005,3.84288,,,160.0,2.635985,1,9.243005,7.075489999999999,4.6349800000000005,0.0,0,0,23.38,2.86764,1.839145,0.0,,No,0.0,0.0,No,,0.0,2.0,22.532329999999998,0.0,0.17280570336182255
4125,376931,29,Bachelor’s degree,Paid employee of a PRIVATE company,650.0,No,50.0,Not at all,Never married,,No,Female,,,110.0,,376931,"Minneapolis-St. PaulBloomington, MN-WI",1.20-4 mil,42625.0,40000.0,0.0,7.685,0.0,2.48,0,"House, apartment, flat",West North Central,0.0,1,0.0,65.63,65.63,0.0,12.745,,,100.0,0.0,1,16.46,2.495,4.485,0.0,0,0,0.0,0.0,6.49,0.69,,No,0.0,0.0,Yes,,2.5,1.0,9.6,0.0,0.08006475073313782
4126,376934,69,High school graduate,,,No,,Not at all,Never married,,No,Female,,Retired,930.0,,376934,Rest of America,"125,000 - 330,000",152000.0,0.0,58.85,18.83,0.0,15.98,0,"House, apartment, flat",Pacific,0.0,1,149.67,161.289995,310.959995,35.35,9.81,,,100.0,4.98,0,10.4,1.515115,3.99,4.127545,0,1,0.0,0.0,0.0,9.09,,No,0.0,0.0,Yes,California,11.718385000000001,2.0,29.80895,5.69,0.10638105092105263
4127,376936,70,Bachelor’s degree,,,No,,Not at all,Married,,No,Female,,Retired,930.0,,376936,Rest of America,0.33-1.19 mil,44701.0,0.0,0.0,4.53,0.0,3.065,0,"House, apartment, flat",South Atlantic,0.705,3,0.0,39.015,39.015,1.52,1.935,,,65.0,0.0,0,8.19,4.095,0.0,0.0,1,2,0.0,0.0,0.0,1.01,2.0,No,2.535,0.0,Yes,North Carolina,1.105,3.0,7.475,2.85,0.04538556184425404
4128,376937,43,Bachelor’s degree,Paid employee of a PRIVATE company,2500.0,No,29.0,Not at all,Married,,No,Male,,,101.0,,376937,Rest of America,0.33-1.19 mil,84000.0,84000.0,0.0,4.775,3.66,0.0,2,"House, apartment, flat",South Atlantic,0.0,5,26.57,25.375,51.945,0.0,0.0,,,150.0,2.195,2,0.0,0.0,1.44,2.645,3,0,0.0,0.0,0.6866800000000001,0.8133199999999999,1.0,No,0.0,0.0,Yes,South Carolina,0.0,2.0,4.015,5.145,0.03215642857142857
4129,376939,88,High school graduate,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,376939,Rest of America,"125,000 - 330,000",14978.4,0.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",South Atlantic,0.0,1,8.0,0.0,8.0,0.0,0.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,North Carolina,0.0,1.0,0.0,0.0,0.027773326924104044
4131,376942,53,Some college but no degree,Paid employee of a PRIVATE company,,No,55.0,Not at all,Married,,No,Male,,,110.0,,376942,Rest of America,"125,000 - 330,000",53661.8,53661.8,0.0,0.0,0.0,0.0,0,Mobile home or trailer with NO permanent room added,West South Central,0.0,2,0.0,3.0,3.0,0.0,0.0,,,200.0,0.0,2,3.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.0,Yes,Texas,0.0,1.0,0.0,0.0,0.00290709592298432
4132,376945,49,Some college but no degree,Paid employee of a PRIVATE company,,No,36.0,Not at all,Never married,,No,Female,,,107.0,,376945,"Honolulu, HI",0.33-1.19 mil,60000.0,60000.0,15.0,0.0,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,1,24.0,0.0,24.0,0.0,0.0,,,100.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,Hawaii,0.0,,0.0,0.0,0.0208
4133,376947,53,Associate’s degree in college,Paid employee of a PRIVATE company,,No,52.5,Not at all,Married,,No,Male,,,106.0,,376947,"Dallas-Fort Worth-Arlington, TX",4 mil+,145733.6,140000.0,82.73441,22.41,9.855,5.9,0,"House, apartment, flat",West South Central,2.13,3,91.42688000000001,95.37,186.79688000000002,0.995,4.945,,,100.0,0.835,2,4.005,0.0,2.545,0.0,0,1,0.0,2.245,0.0,3.105,1.0,No,4.515,4.1941,Yes,Texas,5.16,2.0,18.345,8.38,0.06665201271360895
4134,376953,27,Master’s or greater,,3500.0,No,40.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,376953,Rest of America,1.20-4 mil,65000.0,65000.0,0.0,13.293975,4.93925,4.144075,0,"House, apartment, flat",East North Central,4.68889,2,59.435,105.97001000000002,165.40501,6.77234,11.17334,,,65.0,3.6619349999999997,1,6.750825,2.041635,2.67918,0.0,0,0,0.0,2.82007,4.85356,6.9016399999999996,4.0,No,2.98468,0.0,Yes,Ohio,1.26655,1.0,15.498064999999999,11.5,0.13232400800000002
4135,376954,30,Master’s or greater,A State government employee,2218.0,No,42.5,Not at all,Married,,No,Female,,,102.0,,376954,"St. Louis, MO-IL",1.20-4 mil,100664.0,100600.0,0.0,11.2389,0.0,1.8498150000000002,0,"House, apartment, flat",East North Central,1.56606,2,26.555,87.585,114.14,8.315975,4.655835,,,100.0,0.0,2,12.516245,4.77514,5.377125,2.1364549999999998,0,0,11.62,0.0,0.0,5.53282,1.0,No,0.0,0.0,Yes,Illinois,3.38665,2.0,21.329135,4.904845,0.05896129698799968
4137,376965,66,Bachelor’s degree,Paid employee of a PRIVATE company,3980.0,No,40.0,Not at all,Divorced,,No,Male,,,106.0,,376965,Rest of America,1.20-4 mil,256283.6,256230.8,0.0,18.439035,7.575,2.485,0,"House, apartment, flat",Middle Atlantic,0.545,2,82.725,152.58,235.305,4.475,5.730965,,,60.0,1.295,2,41.41,5.38,12.78,0.0,0,1,0.0,2.395,7.305,2.77,,No,0.0,0.0,Yes,Pennsylvania,6.505,2.0,33.49,0.0,0.04774343734831257
4138,376966,71,Grade 8 or lower,,500.0,Yes,20.0,,Married,,No,Male,,Retired,930.0,,376966,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,36096.0,6000.0,0.0,2.9805099999999998,0.0,3.12,7,"House, apartment, flat",Pacific,0.0,3,11.855,46.44,58.295,2.43622,0.0,,,110.0,2.59,1,4.24,1.98,0.0,0.0,0,2,0.0,3.71,1.80378,2.10949,1.0,No,0.0,0.0,Yes,California,10.1,2.0,11.37,0.0,0.08397994237588653
4139,376967,23,Bachelor’s degree,Paid employee of a PRIVATE company,,No,40.0,Not at all,Married,,No,Male,,,103.0,,376967,Rest of America,1.20-4 mil,61000.0,58000.0,0.0,4.71,0.0,1.995,0,,East North Central,0.545,2,59.23,77.985,137.215,4.213055000000001,7.020065,,,35.0,2.315,2,11.315,5.235,8.87,1.995,0,0,0.0,0.0,7.035,1.54188,1.0,No,0.0,0.0,Yes,Indiana,1.79,2.0,13.12,6.285,0.11697016393442623
4140,376968,51,High school graduate,Paid employee of a PRIVATE company,1172.0,No,40.0,Not at all,Married,,No,Male,,,111.0,,376968,"Anchorage, AK","125,000 - 330,000",35000.0,35000.0,0.0,3.111255,14.99,8.84056,2,"House, apartment, flat",Pacific,0.75,4,0.0,157.32998999999998,157.32998999999998,1.38849,3.439485,,,187.0,1.768905,1,33.26,0.0,14.542005,14.475,2,0,0.0,1.895,0.9155700000000001,9.302435000000001,1.0,No,0.0,0.0,Yes,Alaska,14.94,2.0,33.711285,0.0,0.2337474137142857
4141,376969,62,Some college but no degree,Paid employee of a PRIVATE company,242.5,No,25.0,Not at all,Married,,No,Female,,,105.0,,376969,"Dallas-Fort Worth-Arlington, TX",4 mil+,53020.0,20200.0,0.0,12.02,3.74,0.0,7,"House, apartment, flat",West South Central,0.295,3,131.06,55.035,186.095,0.0,0.295,,,50.0,2.58,2,14.63,0.0,7.6,0.0,0,0,6.72,1.745,0.34,0.0,1.0,No,0.0,24.72,Yes,Texas,3.0,1.0,8.79,0.0,0.1825149000377216
4142,376970,88,Bachelor’s degree,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,376970,Rest of America,1.20-4 mil,27576.0,0.0,32.545,4.925,2.12,1.82,0,"House, apartment, flat",East North Central,0.0,2,38.54,51.785,90.325,3.325,2.32,,,50.0,0.0,0,5.525,1.095,6.23,1.98,0,2,15.905,2.585,1.935,6.455,1.0,No,0.0,0.0,Yes,Ohio,6.16,2.0,5.31,0.0,0.1703256454888309
4143,376972,76,Some college but no degree,,,No,,Not at all,Divorced,,No,Male,,Retired,930.0,,376972,Rest of America,1.20-4 mil,58408.0,0.0,0.0,2.74,2.445,2.195,0,"House, apartment, flat",Middle Atlantic,0.0,1,0.745,20.615,21.36,2.37,0.0,,,70.0,1.645,0,0.0,2.245,0.0,0.0,0,1,0.0,0.0,0.0,1.995,,No,0.0,17.48,Yes,New York,0.0,1.0,4.98,0.0,0.019016573072181894
4144,376973,52,Some college but no degree,Paid employee of a PRIVATE company,2900.0,No,40.0,Not at all,Separated,,No,Female,,,104.0,,376973,Rest of America,"125,000 - 330,000",45000.0,38000.0,0.0,13.092130000000001,9.281395,3.06488,0,"House, apartment, flat",West South Central,0.0,1,35.155,112.42001499999999,147.57501499999998,6.6304,3.23957,,,30.0,2.535805,1,13.06068,0.0,12.42613,0.0,0,0,0.0,4.39,5.462885,1.93943,,No,0.0,0.0,No,Texas,6.950415,2.0,25.71821,4.628085,0.17053112844444443
4145,376974,67,Some college but no degree,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,376974,Rest of America,1.20-4 mil,59308.0,0.0,17.718764999999998,4.435,0.0,7.205,0,"House, apartment, flat",Pacific,0.0,2,175.151235,63.89,239.041235,10.878960000000001,4.04104,,,55.0,2.675,0,1.32,0.0,10.135,0.0,0,1,8.580680000000001,0.0,5.33,0.0,1.0,No,2.5,4.947825,Yes,Oregon,8.27,3.0,7.1,0.0,0.20958629898158765
4147,376981,42,Bachelor’s degree,Paid employee of a PRIVATE company,1800.0,No,57.5,Not at all,Married,,No,Female,,,101.0,,376981,Rest of America,0.33-1.19 mil,132000.0,132000.0,0.0,5.665,12.26985,2.155,1,"House, apartment, flat",Mountain,0.0,4,44.655,146.2,190.855,17.098495,15.34651,,,220.0,7.3,2,0.0,0.0,9.78,13.875145000000002,2,0,0.0,5.88,2.325,6.18,1.0,No,0.0,0.0,Yes,,3.605,2.0,35.965,8.755,0.07518530303030302
4150,376988,59,High school graduate,,,No,40.0,Part time,Never married,,No,Female,,Retired,930.0,,376988,"Boston-Cambridge-Newton, MA-NH",1.20-4 mil,28048.8,18040.8,0.0,3.495,0.0,1.595,7,"House, apartment, flat",New England,0.0,2,0.0,14.005,14.005,0.0,1.495,,,180.0,0.0,1,3.445,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,,0.0,2.0,1.0,2.975,0.02596403411197627
4151,376989,44,Master’s or greater,Self-employed,2769.0,No,42.5,Not at all,Married,,Yes,Male,,,203.0,,376989,"Detroit-Warren-Dearborn, MI",1.20-4 mil,235000.0,140000.0,29.593909999999997,8.217215,5.60053,4.055175,3,"House, apartment, flat",East North Central,1.544615,3,19.13109,110.91498500000002,130.046075,6.986714999999999,5.461175,,,40.0,3.088325,2,10.69413,11.235244999999999,6.9375800000000005,2.47465,1,0,0.0,2.59843,4.19878,5.7171199999999995,4.0,No,2.33358,0.0,Yes,,6.663125,2.0,23.108595,0.0,0.02877615276595745
4152,376990,70,Bachelor’s degree,Self-employed,,No,40.0,Not at all,Married,,Yes,Male,,,203.0,,376990,Rest of America,"< 125,000",115808.0,0.0,30.545,12.955,0.0,13.3,0,"House, apartment, flat",,0.0,3,131.42545,223.575,355.00045,3.53,23.93931,,,225.0,6.015,1,20.125,5.91,42.685,5.21,1,2,0.0,0.0,9.559055,11.576635000000001,1.0,No,3.495,0.0,Yes,,10.095,3.0,55.18,0.0,0.15940197050290134
4153,376991,67,Associate’s degree in college,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,376991,Rest of America,1.20-4 mil,54182.4,0.0,38.87252,30.17,0.0,1.125,0,"House, apartment, flat",East North Central,1.79,2,129.20748,193.725,322.93248,2.995,0.0,,,200.0,7.54,0,100.725,0.0,19.825,0.0,0,2,0.0,0.0,0.0,0.85,1.0,No,0.0,0.0,Yes,,2.5,1.0,26.205,0.0,0.3099251594613749
4154,376992,72,High school graduate,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,376992,Rest of America,"< 125,000",22752.0,0.0,0.0,0.75,0.0,0.5,0,"House, apartment, flat",,0.0,2,3.665,31.425,35.09,0.0,2.645495,,,80.0,4.19,0,0.0,0.0,7.71,0.0,0,2,0.0,2.4262,0.93,0.0,1.0,No,0.0,0.0,No,,1.303305,1.0,0.0,10.97,0.08019866385372716
4155,376993,51,"Some high school, no degree",Self-employed,1000.0,No,36.6666666666667,,Married,,Yes,Female,,,209.0,,376993,"Chicago-Naperville-Elgin, IL-INWI",4 mil+,90962.8,66962.8,13.5,10.545,14.115,4.065,7,"House, apartment, flat",East North Central,1.0,3,55.3,119.28,174.58,10.63,4.83,,,200.0,3.425,3,18.505,2.82,9.725,2.015,0,0,0.0,0.0,5.823745,3.8362550000000004,3.0,No,0.0,0.0,Yes,Illinois,4.68,3.0,11.53,11.735,0.09980079768872549
4156,376994,49,Associate’s degree in college,Paid employee of a PRIVATE company,,Yes,35.0,Not at all,Married,,No,Male,,,107.0,,376994,"Phoenix-Mesa-Scottsdale, AZ",1.20-4 mil,60000.0,60000.0,0.0,0.0,0.0,0.0,7,"House, apartment, flat",Mountain,0.0,3,29.0,0.0,29.0,0.0,0.0,,,80.0,0.0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.0,Yes,Arizona,0.0,3.0,0.0,0.0,0.025133333333333334
4157,376995,56,Bachelor’s degree,Paid employee of a PRIVATE company,,No,41.0,Not at all,Never married,,No,Male,,,103.0,,376995,Rest of America,1.20-4 mil,90000.0,90000.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,1,58.46,23.3,81.76,1.285,1.75,,,160.0,0.0,1,3.89,0.0,1.99,0.0,0,0,0.0,0.0,0.0,0.0,,No,4.495,0.0,Yes,Oregon,1.25,1.0,1.25,7.39,0.047239111111111114
4158,376997,48,Master’s or greater,Paid employee of a PRIVATE company,1850.0,No,40.0,Not at all,Married,,No,Female,,,103.0,,376997,"Denver-Aurora-Lakewood, CO",1.20-4 mil,278230.8,278230.8,25.475,23.485,11.25,11.175,4,"House, apartment, flat",Mountain,2.995,4,127.875,250.19,378.065,24.775,15.32,,,350.0,5.53,2,16.44,1.645,18.805,11.63,2,0,42.39,5.735,3.935865,3.9441349999999997,1.0,No,18.65,0.0,Yes,Colorado,7.235,2.0,57.71,9.93,0.07065853241265885
4159,377000,54,High school graduate,Paid employee of a PRIVATE company,,No,30.0,Part time,Widowed,,Yes,Female,,,112.0,,377000,Rest of America,"< 125,000",51648.2,13834.2,75.60716500000001,12.45,12.415,7.1,0,"House, apartment, flat",West South Central,0.825,1,57.292835,147.23,204.52283500000001,7.64,9.50734,,,0.0,3.655,1,9.775,3.23,7.49,4.97,0,0,14.235,19.675,4.74,6.1776599999999995,,No,3.585,7.96,Yes,,1.245,2.0,28.59,4.16,0.20591593550210852
4160,377007,30,Associate’s degree in college,A local government employee,,No,50.0,Not at all,Never married,,No,Male,,,108.0,,377007,Rest of America,1.20-4 mil,75676.4,75660.6,0.0,0.0,0.0,0.0,0,"House, apartment, flat",Middle Atlantic,0.0,1,160.0,0.0,160.0,0.0,0.0,,,,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,Pennsylvania,0.0,1.0,0.0,0.0,0.10994180484272509
4161,377008,57,High school graduate,Paid employee of a PRIVATE company,1029.0,No,33.5,Not at all,Married,,No,Female,,,104.0,,377008,"Denver-Aurora-Lakewood, CO",1.20-4 mil,84758.2,79000.0,35.07,5.325,29.74,4.63,0,"House, apartment, flat",Mountain,0.895,2,77.05,128.32,205.37,2.54,7.405,,,75.0,2.64,2,2.665,1.67,4.935,2.885,0,0,2.39,7.585,0.0,3.93,1.0,No,0.0,15.425,Yes,Colorado,2.59,3.0,48.885,0.0,0.12599654074767988
4162,377009,76,"Some high school, no degree",,,No,35.0,,Married,,No,Female,,Retired,930.0,,377009,Rest of America,"125,000 - 330,000",79323.4,44907.4,0.0,11.675,21.535,2.425,0,Mobile home or trailer with NO permanent room added,Mountain,0.0,2,30.142834999999998,75.105,105.24783500000001,0.0,4.395,,,100.0,2.78,1,11.025,2.78,3.915,0.0,0,2,10.79,0.0,1.495,0.5,1.0,No,0.0,0.0,Yes,Arizona,2.895,1.0,9.685,0.0,0.0689946147038579
4164,377011,27,Associate’s degree in college,Paid employee of a PRIVATE company,1500.0,Yes,40.0,Not at all,Never married,,No,Male,,,104.0,,377011,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,30000.0,30000.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",Middle Atlantic,0.0,1,47.0,0.0,47.0,0.0,0.0,,,100.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,New York,0.0,,0.0,0.0,0.08146666666666667
4165,377016,50,"Some high school, no degree",Paid employee of a PRIVATE company,,Yes,40.0,,Married,,No,Male,,,112.0,,377016,"Riverside-San Bernardino-Ontario, CA",1.20-4 mil,71790.8,35790.8,4.325,6.73,14.0655,3.79,6,"House, apartment, flat",Pacific,1.76,6,0.405,120.445,120.85,6.78,8.95,,,80.0,1.245,1,10.355,5.38,6.455,7.092135000000001,3,0,4.49,22.637365,2.5,3.235,1.0,No,0.0,0.0,Yes,California,0.935,3.0,12.045,6.49,0.087534893050363
4167,377018,59,Grade 8 or lower,,900.0,Yes,28.0,,Married,,No,Male,1431.0,"Ill, disabled, unable to work",900.0,,377018,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,2331.0,900.0,0.0,1.145,0.0,4.695,0,"House, apartment, flat",Middle Atlantic,0.0,2,0.0,22.815,22.815,1.5,3.495,,,55.0,1.745,1,1.995,0.0,1.995,0.0,0,0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.0,Yes,New York,0.0,,2.995,3.25,0.508957528957529
4168,377020,59,Associate’s degree in college,Paid employee of a PRIVATE company,2807.5,No,47.5,Not at all,Married,,No,Male,,,101.0,,377020,Rest of America,1.20-4 mil,130000.0,130000.0,1.27,6.355,0.0,2.53,0,"House, apartment, flat",South Atlantic,1.525,2,55.52,126.14,181.66,19.90693,20.513070000000003,,,80.0,1.705,2,11.41,2.545,7.175,0.0,0,0,0.0,0.0,0.0,1.015,1.0,No,0.0,0.0,Yes,North Carolina,2.8,4.0,48.66,0.0,0.07266399999999999
4169,377024,39,Some college but no degree,Paid employee of a PRIVATE company,,No,40.0,Not at all,Married,,No,Female,,,103.0,,377024,Rest of America,0.33-1.19 mil,136272.8,136153.2,13.75,9.55,8.24,0.0,2,"House, apartment, flat",West North Central,1.81,4,67.64,66.645,134.285,10.775,3.08,,,100.0,3.015,2,0.0,0.0,0.0,4.515,2,0,0.0,7.165,0.0,3.185,1.0,No,0.0,0.0,Yes,Kansas,4.15,4.0,11.16,0.0,0.051241480324760336
4170,377028,51,Associate’s degree in college,A local government employee,1100.0,No,41.0,Not at all,Married,,No,Female,,,102.0,,377028,Rest of America,0.33-1.19 mil,55966.6,74200.4,0.0,7.205,1.86,0.825,0,"House, apartment, flat",West North Central,0.0,2,53.295,74.375,127.67,7.66,6.94,,,60.0,4.345,2,11.645,0.0,6.88,0.0,0,0,5.32,6.46,0.8,1.465,1.0,No,0.0,0.0,Yes,Kansas,0.745,4.0,9.62,7.925,0.11862146351573975
4171,377029,34,Bachelor’s degree,Paid employee of a PRIVATE company,2750.0,No,40.0,Not at all,Divorced,,No,Female,,,104.0,,377029,Rest of America,1.20-4 mil,66000.0,66000.0,0.0,0.0,0.0,0.0,0,"House, apartment, flat",East North Central,0.0,1,31.865,0.0,31.865,0.0,0.0,,,31.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,Ohio,0.0,1.0,0.0,0.0,0.025105757575757576
4172,377033,42,Master’s or greater,Self-employed,,No,42.5,Not at all,Married,,Yes,Male,,,205.0,,377033,Rest of America,1.20-4 mil,108131.4,90001.0,0.0,3.6,0.0,5.42,1,"House, apartment, flat",East North Central,0.0,3,5.81,24.28,30.09,5.415,0.89,,,100.0,1.175,2,0.0,0.0,3.5,0.0,1,0,0.0,0.0,2.29,0.99,4.0,No,0.0,0.0,Yes,,0.0,2.0,1.0,0.0,0.014470172401356129
4173,377034,26,Bachelor’s degree,Paid employee of a PRIVATE company,,No,40.0,Not at all,Never married,,No,Female,,,101.0,,377034,"Chicago-Naperville-Elgin, IL-INWI",4 mil+,53500.0,53500.0,41.255,1.8314400000000002,0.0,0.0,0,"House, apartment, flat",East North Central,0.0,1,44.52,44.779990000000005,89.29999000000001,3.34343,2.991535,,,50.0,1.258465,1,10.350755,0.0,0.0,0.0,0,0,0.0,6.91378,0.0,1.4556149999999999,,No,0.0,0.0,Yes,Illinois,0.0,1.0,7.645714999999999,8.989255,0.08679625196261684
4174,377036,72,Bachelor’s degree,,,No,,Not at all,Married,,No,Male,,Retired,930.0,,377036,Rest of America,"125,000 - 330,000",45254.0,0.0,2.80408,0.0,0.0,0.0,0,"House, apartment, flat",Mountain,0.0,1,15.925920000000001,36.03,51.95592,1.07,4.63,,,45.0,2.05,0,0.0,0.0,6.16,1.03,0,1,6.16,0.0,0.0,0.0,,No,0.0,0.0,Yes,,0.0,3.0,21.09,0.0,0.05970097317364211
4175,377038,27,High school graduate,Paid employee of a PRIVATE company,1200.0,No,40.0,Not at all,Never married,,No,Female,,,101.0,,377038,"Baltimore-Columbia-Towson, MD",1.20-4 mil,21000.0,21000.0,0.0,0.0,0.0,0.495,0,"House, apartment, flat",South Atlantic,0.0,1,2.275,3.285,5.56,0.0,0.495,,,110.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Yes,,0.0,1.0,1.0,1.295,0.013767619047619048
4176,377039,88,Bachelor’s degree,Paid employee of a PRIVATE company,,No,55.0,Not at all,Widowed,,No,Male,,,103.0,,377039,"Dallas-Fort Worth-Arlington, TX",4 mil+,346842.6,233230.8,18.5,0.0,0.0,0.0,0,"House, apartment, flat",West South Central,0.0,1,270.99,0.0,270.99,0.0,0.0,,,225.0,0.0,1,0.0,0.0,0.0,0.0,0,1,54.83,0.0,0.0,0.0,,No,0.0,0.0,Yes,Texas,0.0,3.0,0.0,0.0,0.040627881350214765
4177,377043,28,Bachelor’s degree,Paid employee of a PRIVATE company,3000.0,No,40.0,Not at all,Never married,,No,Male,,,106.0,,377043,Rest of America,1.20-4 mil,65010.0,65000.0,43.17773,2.44,0.0,1.6384299999999998,0,"House, apartment, flat",East North Central,0.545,1,112.34727,49.175,161.52227,5.675009999999999,0.87005,,,35.0,0.0,1,6.885,6.823325,10.425,0.0,0,0,0.0,0.0,0.0,1.203185,,No,0.0,0.0,Yes,Ohio,0.0,1.0,12.67,0.0,0.1291979393939394
