,id,age,highest_education,profession,avg(GROSPAYX),hispanic,weekly_hours_worked,in_college,is_married,schoolmeals_purchases,self_employed,sex,supp_security,reason_unemployment,main_profession,numweeks_schoolmeals,id_2,psu,psu_popsize,net_income,FWAGEXM,alcbev,bakery,beef,cereal,child_age,housing_type,census_division,eggs,fam_size,food_away,food_home,total_food,fresh_fruit,fresh_veg,value_foodstamps,number_foodstamps,non_alc_grocery,milk,number_earners,non_alc_bevs,oils,othdairy,othmeat,members_under18,members_over64,pet_food,pork,procfruit,proc_veg,spouse_race,foodstamp_or_not,seafood,smoking,lives_in_MSA,state,sweets,vehicle,miscellaneous,poultry,total_food_percent
4644,379112,59,High school graduate,,,No,,Not at all,Never married,,No,Male,36.0,Retired,930.0,,379112,Rest of America,"125,000 - 330,000",11688.0,0.0,0.61742,0.85,8.91,0.0,0,"House, apartment, flat",East South Central,2.205,1,3.04258,54.0,57.04258000000001,0.0,0.605,118.0,12.0,100.0,0.0,0,0.0,1.195,0.0,1.2253100000000001,0,0,0.0,10.96969,0.0,5.5,,Yes,0.0,0.0,No,Tennessee,0.0,,16.655,5.885,0.2537828678986996
4657,379136,25,High school graduate,Self-employed,,No,20.0,Not at all,Never married,,Yes,Female,,,205.0,,379136,Rest of America,"125,000 - 330,000",80660.0,40000.0,0.0,2.43,0.0,4.7,1,"House, apartment, flat",Middle Atlantic,0.0,3,0.0,50.0,50.0,7.65,0.35,55.0,12.0,,4.47,1,0.0,1.64,4.96,1.72,1,0,0.0,0.0,1.12,5.98,,Yes,0.0,0.0,Yes,Pennsylvania,0.0,2.0,12.69,2.29,0.03223406893131664
4660,379142,29,"Some high school, no degree",,,No,,,Married,,No,Male,733.0,"Ill, disabled, unable to work",900.0,,379142,Rest of America,"125,000 - 330,000",12594.2,0.0,0.0,0.98,6.07,0.0,2,Mobile home or trailer with NO permanent room added,East South Central,0.645,5,6.75,55.61,62.36,0.87,1.7,434.0,12.0,80.0,6.34,0,5.565,4.51,0.0,0.0,2,0,0.0,12.835,0.0,0.0,1.0,Yes,0.0,0.0,Yes,Alabama,0.875,1.0,15.22,0.0,0.2574772514331994
4661,379143,28,Some college but no degree,Paid employee of a PRIVATE company,,Yes,20.0,Not at all,Never married,,No,Female,,,104.0,,379143,Rest of America,"125,000 - 330,000",12928.4,7528.4,2.705,5.865,4.135,0.0,1,"House, apartment, flat",Mountain,0.0,3,20.86,23.925,44.785,1.055,0.0,450.0,12.0,55.0,0.0,1,3.77,0.0,0.51,0.0,2,0,0.0,1.245,0.0,0.0,,Yes,0.0,4.05,Yes,Arizona,0.81,1.0,5.6,0.935,0.1801321122490022
4665,379148,69,High school graduate,,,No,,Not at all,Divorced,,No,Female,,Retired,930.0,,379148,Rest of America,1.20-4 mil,11220.0,0.0,0.0,9.17,0.0,0.675,0,"House, apartment, flat",East North Central,0.645,1,9.89,54.755,64.645,2.11,2.41,194.0,12.0,35.0,2.835,0,8.305,0.0,3.305,3.665,0,1,0.0,3.945,0.0,3.995,,Yes,1.895,0.0,Yes,Ohio,0.5,1.0,11.3,0.0,0.299602495543672
4672,379158,27,"Some high school, no degree",Paid employee of a PRIVATE company,644.0,No,53.5,,Never married,,No,Female,,,104.0,,379158,Rest of America,"125,000 - 330,000",33108.0,31728.0,0.0,0.0,0.0,0.0,3,"House, apartment, flat",East North Central,0.0,4,2.12,1.0,3.12,0.0,0.0,115.0,12.0,30.0,0.0,2,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,,1.0,1.0,0.0,0.0,0.004900326205146793
4673,379159,19,Some college but no degree,Paid employee of a PRIVATE company,,No,20.0,Not at all,Never married,,No,Male,,,105.0,,379159,"Minneapolis-St. PaulBloomington, MN-WI",1.20-4 mil,29324.0,25400.0,1.0,0.0,18.0,0.0,0,"House, apartment, flat",West North Central,0.0,3,40.25,52.0,92.25,0.0,0.0,324.0,2.0,125.0,0.0,3,0.0,0.0,3.5,4.0,1,0,0.0,0.0,0.0,0.0,,Yes,13.5,0.0,Yes,,0.0,1.0,0.0,13.0,0.16358614104487793
4694,379205,27,"Some high school, no degree",Paid employee of a PRIVATE company,850.0,Yes,41.0,,Never married,,No,Male,,,113.0,,379205,Rest of America,"< 125,000",46750.0,45000.0,0.0,6.49,7.26,2.655,2,Mobile home or trailer with NO permanent room added,,4.895,4,47.885,124.71,172.595,4.04,6.535,350.0,5.0,125.0,3.29,2,10.36234,10.615,8.515,8.76,2,0,0.0,15.587660000000001,0.982535,2.137465,,Yes,10.485,9.57,No,,3.24,3.0,13.575,5.285,0.19197732620320856
4700,379216,70,High school graduate,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,379216,Rest of America,"< 125,000",17952.0,0.0,0.0,3.52874,0.0,0.0,0,"House, apartment, flat",,0.0,1,0.0,38.30001,38.30001,3.555725,4.9108,15.0,12.0,65.0,1.247205,0,1.8208900000000001,0.0,4.82295,2.223985,0,1,0.0,0.0,5.095525,4.270345,,Yes,0.0,0.0,No,,1.473135,1.0,3.205535,2.145175,0.11094031417112299
4726,379277,25,High school graduate,Paid employee of a PRIVATE company,350.0,Yes,37.5,Not at all,Never married,,No,Female,,,105.0,,379277,Rest of America,"< 125,000",60612.0,60517.0,0.0,14.81,0.0,2.795,1,Mobile home or trailer with NO permanent room added,,0.0,4,3.5,61.175,64.675,0.75,0.0,95.0,1.0,135.0,0.0,2,15.995,3.42,5.615,0.0,2,0,0.0,0.0,1.845,2.31148,,Yes,0.0,0.0,No,,3.145,1.0,10.48852,0.0,0.05548571240018478
4741,379302,57,"Some high school, no degree",,,No,,,Never married,,No,Female,,"Ill, disabled, unable to work",900.0,,379302,"Miami-Fort Lauderdale-West Palm Beach, FL",4 mil+,25630.4,0.0,0.0,0.5,5.949445,0.0,0,"House, apartment, flat",South Atlantic,0.0,1,0.0,75.64,75.64,1.29,2.97,148.0,12.0,60.0,0.0,0,7.495,4.995,1.89,6.666264999999999,0,0,0.0,12.95429,0.84116,2.76884,,Yes,10.545,0.535,Yes,Florida,0.0,,6.475,10.3,0.15346151445158873
4744,379307,26,High school graduate,,350.0,Yes,38.0,Not at all,Never married,,No,Female,,Taking care of home/family,910.0,,379307,Rest of America,1.20-4 mil,63505.4,58705.4,0.0,6.0,8.495,14.495,0,"House, apartment, flat",Mountain,0.0,3,0.0,164.56,164.56,15.04,25.045,400.0,12.0,75.0,7.75,2,11.625,2.5,7.75,1.5,0,0,8.995,11.0,3.5,0.0,,Yes,13.995,0.0,Yes,Nevada,2.5,2.0,25.12,8.245,0.13474633653201146
4755,379336,29,High school graduate,Paid employee of a PRIVATE company,380.0,No,40.0,Not at all,Married,,No,Female,,,110.0,,379336,Rest of America,"125,000 - 330,000",14900.0,10340.0,0.0,17.713595,12.905,4.105,2,"House, apartment, flat",East South Central,2.555,4,11.785,127.935,139.72,0.0,1.375,380.0,12.0,80.0,1.835,2,10.055,4.535,4.965,0.96,2,0,0.0,8.085,0.0,11.456405,2.0,Yes,0.0,0.0,No,,4.2,1.0,32.25,10.94,0.48761342281879194
4769,379367,23,Some college but no degree,Paid employee of a PRIVATE company,449.0,No,25.0,Not at all,Never married,,No,Female,,,105.0,,379367,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,16704.0,14400.0,11.595,0.0,0.0,6.14,0,"House, apartment, flat",Middle Atlantic,0.0,2,104.375,26.815,131.19,1.0,2.49,192.0,12.0,45.0,0.0,2,7.175,0.0,0.0,0.0,0,0,25.3,0.0,0.875,0.0,,Yes,0.0,0.0,Yes,New York,1.145,,2.0,5.99,0.40839798850574716
4770,379368,27,Associate’s degree in college,Paid employee of a PRIVATE company,600.0,No,30.0,Part time,Never married,,No,Female,,,104.0,,379368,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,23310.0,21000.0,0.0,6.435,3.465,7.58,0,"House, apartment, flat",Pacific,1.5,3,17.5,100.25,117.75,15.89,23.075,180.0,12.0,95.0,2.74,1,8.43,6.195,8.58,3.085,0,1,0.0,0.0,1.49,3.72,,Yes,1.29,0.0,Yes,California,2.395,1.0,1.39,2.99,0.26267696267696267
4779,379383,38,Associate’s degree in college,Paid employee of a PRIVATE company,450.0,No,30.0,Not at all,Never married,,No,Male,,,111.0,,379383,Rest of America,1.20-4 mil,29448.0,23400.0,14.080520000000002,12.585,12.225,7.495,3,"House, apartment, flat",New England,3.395,3,21.64948,167.63,189.27948,0.0,7.665,504.0,12.0,150.0,5.68,1,16.7,2.495,12.775,3.645,1,0,5.525,8.12,8.735,3.495,,Yes,13.775,95.8,Yes,Connecticut,3.385,1.0,28.815,16.645,0.3342343439282804
4808,379434,77,High school graduate,,,No,40.0,Not at all,Divorced,,No,Female,,Retired,930.0,,379434,"Phoenix-Mesa-Scottsdale, AZ",1.20-4 mil,20789.6,16339.6,0.0,1.62,0.0,0.0,7,Mobile home or trailer with NO permanent room added,Mountain,0.0,2,0.0,8.845,8.845,0.0,0.485725,190.0,12.0,50.0,1.69,1,0.995,0.745,2.24,0.0,0,1,0.0,0.0,0.0,1.069275,,Yes,0.0,0.0,Yes,Arizona,0.0,1.0,0.0,0.0,0.02212356178089045
4813,379443,51,High school graduate,,,No,,Not at all,Never married,,No,Male,106.0,Doing something else,940.0,,379443,Rest of America,"125,000 - 330,000",10966.0,0.0,1.6620400000000002,4.2,0.0,0.885,0,"House, apartment, flat",East South Central,1.62,1,23.185965,31.275,54.460965,0.0,0.0,122.0,12.0,100.0,1.465,0,4.275,0.0,4.445,0.0,0,0,6.736994999999999,3.58,0.0,2.11,,Yes,0.0,0.0,No,Tennessee,0.94,,5.23,2.525,0.2582500620098486
4829,379474,73,"Some high school, no degree",Paid employee of a PRIVATE company,200.0,No,4.0,,Widowed,,No,Female,,,103.0,,379474,Rest of America,"125,000 - 330,000",41394.0,1600.0,0.0,2.085,5.675,6.01,7,Mobile home or trailer with NO permanent room added,West South Central,0.0,2,0.0,88.485,88.485,5.485,11.275,211.0,12.0,50.0,0.0,2,0.0,6.81,4.17,1.87,0,1,0.0,10.105,3.7,11.805,,Yes,6.595,0.0,Yes,Louisiana,3.03,1.0,9.87,0.0,0.11115668937527179
4833,379481,61,High school graduate,,,No,,Not at all,Married,,No,Female,6384.0,Retired,930.0,,379481,Rest of America,"125,000 - 330,000",27528.0,0.0,0.0,43.4273,22.195764999999998,14.262179999999999,0,"House, apartment, flat",East North Central,5.296245,2,12.49,349.450005,361.940005,24.580915,15.092885,330.0,12.0,70.0,6.9236699999999995,0,46.05187,15.273970000000002,18.51134,11.78598,0,1,0.0,17.33235,9.712515,9.994015,1.0,Yes,8.94132,0.0,Yes,,11.712835,2.0,57.42156,10.93329,0.6836995154024992
4853,379531,31,Associate’s degree in college,Paid employee of a PRIVATE company,,No,32.0,Not at all,Married,,No,Female,,,110.0,,379531,"Atlanta-Sandy Springs-Roswell, GA",4 mil+,14272.0,13000.0,0.0,11.845585,13.666485,6.32238,3,"House, apartment, flat",South Atlantic,0.0,3,22.0,111.34499,133.34499,3.23628,3.01419,212.0,6.0,60.0,1.30395,1,9.031995,4.671575,3.9454550000000004,0.0,2,0,0.0,5.84532,4.88345,9.281744999999999,,Yes,2.933535,0.0,Yes,Georgia,11.64518,2.0,17.475095,2.24277,0.4858421720852018
4877,379584,52,Grade 8 or lower,Paid employee of a PRIVATE company,235.0,No,25.0,,Divorced,,No,Female,,,109.0,,379584,"St. Louis, MO-IL",1.20-4 mil,37596.0,3000.0,0.0,3.7678849999999997,6.67,0.98,0,"House, apartment, flat",East North Central,0.885,4,0.0,57.174994999999996,57.174994999999996,0.0,0.0,300.0,6.0,60.0,5.407585,1,10.651214999999999,3.505,1.92,0.0,3,0,0.0,0.0,0.0,1.39,,Yes,2.4288,0.0,Yes,Illinois,5.04,1.0,14.52951,0.0,0.07908021438450898
4881,379592,53,Grade 8 or lower,Paid employee of a PRIVATE company,350.0,No,32.0,,Married,,No,Female,,,110.0,,379592,"Boston-Cambridge-Newton, MA-NH",1.20-4 mil,23113.8,21402.6,0.0,9.47233,3.586265,1.724675,7,"House, apartment, flat",New England,0.0,3,0.0,92.49999,92.49999,9.67185,0.88841,142.6,12.0,,4.568485,1,2.4669,7.0629,7.2417300000000004,4.804155000000001,1,0,0.0,5.554444999999999,4.886965,8.694995,,Yes,2.9578,0.0,Yes,,3.79466,1.0,12.92569,2.1977349999999998,0.20810076577628947
4923,379684,47,Grade 8 or lower,,700.0,Yes,40.0,,Married,,No,Male,,"Ill, disabled, unable to work",900.0,,379684,Rest of America,"< 125,000",24000.0,18000.0,0.0,8.955,15.413155,0.0,2,"House, apartment, flat",,0.0,5,35.24,100.27499499999999,135.514995,9.805,3.33,500.0,12.0,200.0,8.5,1,7.645,0.0,2.33,15.147345000000001,3,0,0.0,13.664495,2.840525,2.189475,1.0,Yes,0.0,0.0,No,,0.0,1.0,10.455,0.0,0.2936158225
4933,379703,34,High school graduate,,1810.0,No,45.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,379703,Rest of America,1.20-4 mil,44004.0,40000.0,31.695,16.93,0.0,2.445,2,"House, apartment, flat",Pacific,0.695,7,85.44,107.725,193.165,13.45,16.0,364.0,11.0,100.0,7.34,1,8.785,0.0,10.17,10.69,5,0,0.0,1.495,5.135,3.225,1.0,Yes,0.0,0.0,Yes,Oregon,4.865,2.0,6.5,0.0,0.22826515771293518
4936,379706,34,Some college but no degree,Paid employee of a PRIVATE company,450.0,No,35.0,Full time,Never married,,No,Female,,,101.0,,379706,Rest of America,"125,000 - 330,000",27438.0,23500.0,4.4937949999999995,0.0,0.0,0.0,3,"House, apartment, flat",West North Central,0.0,3,49.481204999999996,11.66,61.14120500000001,0.0,0.0,358.0,11.0,100.0,0.0,1,6.245,1.5,0.0,0.0,2,0,0.0,0.0,0.0,0.0,,Yes,0.0,18.445,Yes,Nebraska,1.675,1.0,2.24,0.0,0.11587370289379693
4938,379710,31,Some college but no degree,Paid employee of a PRIVATE company,600.0,No,32.0,Not at all,Never married,,No,Male,,,110.0,,379710,"Seattle-Tacoma-Bellevue, WA",1.20-4 mil,16438.0,16238.0,7.765425,0.0,0.0,0.0,0,"House, apartment, flat",Pacific,0.0,1,72.829575,0.0,72.829575,0.0,0.0,200.0,1.0,60.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,19.8,Yes,,0.0,,0.0,0.0,0.2303892140163037
4994,380926,28,Some college but no degree,,400.0,No,40.0,Not at all,Never married,,No,Female,,Taking care of home/family,910.0,,380926,"Dallas-Fort Worth-Arlington, TX",4 mil+,25400.0,20000.0,0.0,8.55,17.075,3.145,2,"House, apartment, flat",West South Central,0.0,4,0.0,128.75,128.75,0.5,1.37,450.0,12.0,80.0,3.93,1,9.15,3.73,2.815,14.76,2,0,0.0,14.095,0.0,13.185,,Yes,3.485,0.0,Yes,Texas,0.0,1.0,20.91,12.05,0.26358267716535433
5039,381031,43,Associate’s degree in college,Paid employee of a PRIVATE company,700.0,No,40.0,Not at all,Married,,No,Male,,,103.0,,381031,Rest of America,"125,000 - 330,000",49572.0,45000.0,0.0,5.79,6.725,10.355,4,"House, apartment, flat",East North Central,1.145,5,47.84,97.475,145.315,1.745,0.0,331.0,12.0,250.0,5.245,1,8.62,3.38,4.63,3.19,3,0,5.915,0.0,2.369,10.086,1.0,Yes,0.0,0.0,Yes,,4.28,1.0,24.49,5.425,0.1524324215282821
5047,381045,88,Grade 8 or lower,,,No,,,Widowed,,No,Female,,"Ill, disabled, unable to work",900.0,,381045,Rest of America,"125,000 - 330,000",11688.0,0.0,0.0,1.875,0.0,6.29,0,Mobile home or trailer with one or more permanent rooms added,East South Central,0.0,1,22.96,24.49,47.45,0.0,0.7832600000000001,15.0,12.0,0.0,2.95,0,5.62,2.17,0.0,4.16174,0,1,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,No,Kentucky,0.0,,0.64,0.0,0.2111054072553046
5055,381056,40,Some college but no degree,A State government employee,,Yes,40.0,Full time,Separated,,No,Female,,,110.0,,381056,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,8169.0,5919.0,0.0,2.717575,2.065,0.0,6,"House, apartment, flat",Pacific,1.634835,3,48.55,23.14,71.69,0.0,0.32,250.0,9.0,125.0,1.595,1,3.393535,0.0,1.995,0.0,1,0,0.0,0.0,2.7940549999999997,2.49,,Yes,0.0,3.2035549999999997,Yes,California,0.495,,3.64,0.0,0.4563447178357204
5069,381084,50,High school graduate,Paid employee of a PRIVATE company,,No,40.0,Not at all,Widowed,,No,Male,,,101.0,,381084,Rest of America,1.20-4 mil,12110.2,2997.2,0.0,8.535,1.915,0.0,0,"House, apartment, flat",South Atlantic,0.0,1,0.0,57.61,57.61,0.0,1.98,198.0,6.0,35.0,0.0,1,2.09,1.175,3.065,0.0,0,0,0.0,6.345,7.065,0.0,,Yes,0.0,0.0,Yes,,0.0,,17.305,8.135,0.2473716371323347
5074,381099,88,Some college but no degree,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,381099,Rest of America,1.20-4 mil,15456.0,0.0,0.0,9.0,0.0,1.09,0,"House, apartment, flat",Middle Atlantic,0.0,1,0.0,45.66,45.66,4.48,1.075,15.0,12.0,53.0,5.075,0,0.0,0.84,2.045,0.0,0,1,0.0,1.605,0.0,0.0,,Yes,0.0,0.0,Yes,New York,13.71,1.0,6.74,0.0,0.15361801242236023
5093,381135,88,Some college but no degree,,,No,,Not at all,Widowed,,No,Female,,Retired,930.0,,381135,"Chicago-Naperville-Elgin, IL-INWI",4 mil+,16824.0,0.0,0.0,13.6,0.0,2.16,0,"House, apartment, flat",East North Central,0.0,1,0.0,70.635,70.635,1.185,2.48,163.0,12.0,75.0,2.02,0,9.82,1.435,7.11,0.0,0,1,0.0,0.0,0.0,3.525,,Yes,1.305,0.0,Yes,Illinois,4.18,1.0,21.815,0.0,0.21832025677603425
5105,381157,59,Grade 8 or lower,,1200.0,Yes,7.0,,Widowed,,No,Female,,"Ill, disabled, unable to work",900.0,,381157,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,32208.0,30000.0,0.0,15.0,0.0,5.5,7,"House, apartment, flat",Pacific,2.5,2,7.5,63.745,71.245,4.71425,4.75,184.0,12.0,125.0,2.5,1,2.78575,2.5,4.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,California,3.495,2.0,3.5,12.5,0.11502545951316444
5110,381170,80,"Some high school, no degree",,,Yes,,,Divorced,,No,Female,,Retired,930.0,,381170,Rest of America,1.20-4 mil,12854.0,0.0,0.0,6.42,0.0,1.875,0,"House, apartment, flat",Mountain,0.0,1,0.0,59.01,59.01,5.915,4.08,16.0,12.0,40.0,2.99,0,1.615,3.065,2.415,0.985,0,1,4.24,3.695,4.43,0.8,,Yes,1.995,0.0,Yes,Nevada,8.0,1.0,5.24,5.49,0.2387210206939474
5111,381173,30,Some college but no degree,Paid employee of a PRIVATE company,150.0,Yes,50.0,Not at all,Never married,,No,Female,,,107.0,,381173,Rest of America,1.20-4 mil,3775.0,150.0,2.6289700000000003,1.74,9.465,0.0,1,"House, apartment, flat",Middle Atlantic,0.0,2,12.84103,33.565,46.40603,2.18,7.375,300.0,12.0,0.0,0.0,1,3.23,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,New York,0.0,1.0,0.0,9.575,0.6392353801324504
5127,381200,20,Some college but no degree,Paid employee of a PRIVATE company,,No,20.0,Part time,Never married,,No,Male,,,105.0,,381200,"Los Angeles-Long Beach-Anaheim, CA",4 mil+,18586.6,10196.4,0.0,0.495,0.0,10.465,0,"House, apartment, flat",Pacific,1.495,5,0.0,28.740005,28.740005,2.571485,0.7821,285.2,12.0,85.0,5.285,1,2.450375,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,California,1.32863,1.0,3.8674150000000003,0.0,0.08040632821495057
5129,381204,30,Some college but no degree,,,No,40.0,Not at all,Married,,No,Female,,Taking care of home/family,910.0,,381204,Rest of America,"< 125,000",37032.4,35232.4,0.0,3.709775,0.0,1.8864,1,"House, apartment, flat",,1.303985,4,23.555,63.52001,87.07500999999999,3.4464,1.816945,150.0,12.0,5.0,1.17498,1,14.61234,4.38566,7.9201,0.0,2,0,4.94,0.0,4.696185,3.5053449999999997,1.0,Yes,0.0,0.0,No,,1.387825,2.0,11.384995,2.289075,0.12226862207148333
5136,381224,63,"Some high school, no degree",,,No,,,Married,,No,Male,554.0,Retired,930.0,,381224,"Baltimore-Columbia-Towson, MD",1.20-4 mil,16610.0,0.0,5.995,0.5,3.5,0.0,0,"House, apartment, flat",South Atlantic,4.5,2,9.15,23.105,32.255,0.0,0.0,58.0,12.0,75.0,2.895,0,3.71,0.0,6.5,0.0,0,1,5.0,0.0,0.0,0.0,1.0,Yes,0.0,38.16,Yes,,0.0,3.0,1.5,0.0,0.10097892835641181
5137,381227,34,High school graduate,Paid employee of a PRIVATE company,400.0,Yes,40.0,Not at all,Never married,,No,Female,,,111.0,,381227,Rest of America,"< 125,000",6200.0,3200.0,0.0,1.25,0.0,0.0,4,"House, apartment, flat",,1.195,5,9.195,8.49,17.685,0.0,0.0,250.0,12.0,75.0,0.0,1,0.0,0.0,0.0,0.0,4,0,0.0,0.0,1.25,0.0,,Yes,0.0,0.0,No,,0.0,1.0,1.795,3.0,0.1483258064516129
5145,381244,72,Some college but no degree,,670.0,No,40.0,Not at all,Widowed,,No,Female,,Retired,930.0,,381244,Rest of America,1.20-4 mil,32604.4,16586.4,0.0,19.539435,39.673645,17.602985,7,"House, apartment, flat",East South Central,3.5769349999999998,4,0.0,222.819975,222.819975,3.5989400000000002,7.11613,180.0,12.0,90.0,6.056265,1,14.044085,12.601239999999999,20.19024,11.63,0,1,0.0,10.41746,2.845,10.582965,,Yes,0.0,0.0,Yes,Alabama,2.476505,1.0,26.483145,14.385,0.3553704009274822
5147,381250,37,High school graduate,,507.5,No,32.5,Not at all,Divorced,,No,Female,22.0,"Ill, disabled, unable to work",900.0,,381250,Rest of America,"125,000 - 330,000",36562.0,22500.0,0.0,2.0,0.0,1.5,7,"House, apartment, flat",Pacific,0.0,3,0.0,45.87,45.87,3.0,0.0,274.0,12.0,120.0,3.5,2,5.025,0.0,5.0,0.0,0,0,0.0,6.5,0.75,3.75,,Yes,0.0,35.165,Yes,California,0.5,1.0,1.345,13.0,0.06523822548000656
5155,381266,55,Grade 8 or lower,,,Yes,,,Divorced,,No,Female,400.0,"Ill, disabled, unable to work",900.0,,381266,Rest of America,1.20-4 mil,7792.0,0.0,0.0,2.5,0.0,0.0,0,"House, apartment, flat",East North Central,0.0,1,0.0,32.53,32.53,9.78,1.79,186.0,12.0,65.0,0.0,0,5.35,0.0,2.99,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,,5.0,,5.12,0.0,0.21708932238193018
5156,381268,73,High school graduate,,,Yes,,Not at all,Married,,No,Female,,"Ill, disabled, unable to work",900.0,,381268,Rest of America,0.33-1.19 mil,22776.0,0.0,0.0,0.995,0.0,1.995,0,"House, apartment, flat",New England,0.0,2,0.0,47.955,47.955,0.0,1.155,44.0,12.0,65.0,2.065,0,14.175,0.0,3.13,0.0,0,2,2.73577,17.175,0.0,0.0,1.0,Yes,0.0,5.574725,Yes,,0.0,,3.495,3.77,0.10948630136986301
5166,381289,64,Associate’s degree in college,Paid employee of a PRIVATE company,700.0,No,40.0,Not at all,Widowed,,No,Female,,,105.0,,381289,Rest of America,"< 125,000",96991.0,60000.0,0.0,28.105,0.0,19.405,7,"House, apartment, flat",West South Central,2.7,6,27.855,136.895,164.75,4.885,3.885,289.0,12.0,150.0,9.39,2,19.05,6.46,13.7,0.0,3,0,0.0,0.0,0.495,1.5,,Yes,3.54,0.0,No,,1.005,3.0,22.775,0.0,0.08832778299017435
5175,381305,44,Some college but no degree,Paid employee of a PRIVATE company,261.5,No,27.5,Not at all,Married,,No,Female,,,101.0,,381305,Rest of America,"< 125,000",46600.0,43000.0,0.0,8.58,0.0,1.32,4,"House, apartment, flat",,0.0,5,63.18,117.325,180.505,0.5,5.0,300.0,12.0,100.0,5.48,2,17.265,10.76,4.12,6.98,3,0,0.0,0.0,1.30132,8.35368,6.0,Yes,8.93,0.0,Yes,,7.0,1.0,31.735,0.0,0.20142188841201716
5176,381306,58,Grade 8 or lower,,156.0,Yes,30.0,,Married,,No,Male,,Doing something else,940.0,,381306,"Phoenix-Mesa-Scottsdale, AZ",1.20-4 mil,84042.6,3092.2,7.228305000000001,70.893835,44.04975,28.920375,6,"House, apartment, flat",Mountain,8.292535,4,81.046695,690.16503,771.211725,51.43994,47.80123,158.4,6.0,250.0,13.4523,2,59.151945,32.072915,27.618679999999998,20.03245,1,0,0.0,48.136695,35.946715000000005,30.529090000000004,1.0,Yes,12.870575,0.0,Yes,Arizona,24.64376,3.0,104.163925,30.148315000000004,0.4771747863583468
5183,381315,66,Some college but no degree,Paid employee of a PRIVATE company,282.0,Yes,18.0,Not at all,Divorced,,No,Female,,,104.0,,381315,"New York-Newark-Jersey City, NY-NJ-PA",4 mil+,17808.0,4800.0,0.0,31.0,0.0,0.0,0,"House, apartment, flat",Middle Atlantic,0.0,1,2.4,32.0,34.4,0.0,0.0,180.0,12.0,30.0,0.0,1,0.0,0.0,0.0,0.0,0,1,0.5,0.0,0.0,0.0,,Yes,0.0,0.0,Yes,New Jersey,0.5,,0.5,0.0,0.1004492362982929
5186,381321,38,"Some high school, no degree",,265.0,No,40.0,,Married,,No,Female,,Taking care of home/family,910.0,,381321,Rest of America,"125,000 - 330,000",41810.2,19742.2,0.0,13.24,19.97,0.88,6,Mobile home or trailer with NO permanent room added,East South Central,1.57,5,21.32104,236.58999500000002,257.911035,2.73,16.985,505.0,12.0,50.0,4.855,2,21.24,14.435,9.97,5.91482,1,1,0.0,19.550179999999997,5.245,3.32,1.0,Yes,5.89,5.27,No,Tennessee,3.255,2.0,52.975,34.564995,0.3207679901076771
5213,381383,82,Some college but no degree,Paid employee of a PRIVATE company,,No,2.0,Not at all,Widowed,,No,Female,,,110.0,,381383,Rest of America,1.20-4 mil,44866.0,30241.0,0.0,0.0,0.0,0.0,7,"House, apartment, flat",South Atlantic,0.0,2,34.775,49.81,84.585,0.0,0.0,187.0,12.0,60.0,3.17,1,10.835,3.58,0.0,1.48,0,1,0.0,0.0,0.0,1.12,,Yes,0.0,2.845,Yes,,1.83,,27.795,0.0,0.09803459189586769
5230,381411,33,"Some high school, no degree",Paid employee of a PRIVATE company,,No,8.0,,Never married,,No,Female,,,110.0,,381411,Rest of America,1.20-4 mil,33313.8,11543.4,0.0,0.0,0.0,0.0,5,"House, apartment, flat",East North Central,2.145,2,0.0,25.57,25.57,2.44,0.99,1814.2,12.0,90.0,2.79,1,5.235,2.49,1.75,0.0,1,0,0.0,2.395,0.0,2.495,,Yes,0.0,0.0,Yes,Ohio,1.495,,1.345,0.0,0.03991258877702333
5234,381418,60,"Some high school, no degree",,,No,,,Never married,,No,Male,1200.0,"Ill, disabled, unable to work",900.0,,381418,Rest of America,1.20-4 mil,3504.0,0.0,0.0,3.0,0.0,0.0,0,"House, apartment, flat",Middle Atlantic,0.0,1,16.0,3.0,19.0,0.0,0.0,192.0,12.0,45.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,Yes,0.0,4.86,Yes,New York,0.0,1.0,0.0,0.0,0.2819634703196347
